Time of test;test type;file size[kB];time[ms];transfer media;test name
Sun May 20 19:49:42 CEST 2018;server write;200;1;local net;local5;;;
Sun May 20 19:49:42 CEST 2018;server read;200;1;local net;local5;;;
Sun May 20 19:49:42 CEST 2018;memory write;200;4;HDD;local5;;;
Sun May 20 19:49:42 CEST 2018;memory read;200;0;HDD;local5;;;
Sun May 20 19:49:42 CEST 2018;server write;200;1;local net;local5;;;
Sun May 20 19:49:42 CEST 2018;server read;200;2;local net;local5;;;
Sun May 20 19:49:42 CEST 2018;memory write;200;5;HDD;local5;;;
Sun May 20 19:49:42 CEST 2018;memory read;200;0;HDD;local5;;;
Sun May 20 19:49:42 CEST 2018;server write;200;2;local net;local5;;;
Sun May 20 19:49:42 CEST 2018;server read;200;1;local net;local5;;;
Sun May 20 19:49:42 CEST 2018;memory write;200;5;HDD;local5;;;
Sun May 20 19:49:42 CEST 2018;memory read;200;0;HDD;local5;;;
Sun May 20 19:49:42 CEST 2018;server write;200;1;local net;local5;;;
Sun May 20 19:49:42 CEST 2018;server read;200;1;local net;local5;;;
Sun May 20 19:49:42 CEST 2018;memory write;200;5;HDD;local5;;;
Sun May 20 19:49:42 CEST 2018;memory read;200;0;HDD;local5;;;
Sun May 20 19:49:42 CEST 2018;server write;200;1;local net;local5;;;
Sun May 20 19:49:42 CEST 2018;server read;200;2;local net;local5;;;
Sun May 20 19:49:42 CEST 2018;memory write;200;5;HDD;local5;;;
Sun May 20 19:49:42 CEST 2018;memory read;200;1;HDD;local5;;;
Sun May 20 19:49:42 CEST 2018;server write;200;1;local net;local5;;;
Sun May 20 19:49:42 CEST 2018;server read;200;1;local net;local5;;;
Sun May 20 19:49:42 CEST 2018;memory write;200;5;HDD;local5;;;
Sun May 20 19:49:42 CEST 2018;memory read;200;1;HDD;local5;;;
Sun May 20 19:49:42 CEST 2018;server write;200;1;local net;local5;;;
Sun May 20 19:49:42 CEST 2018;server read;200;1;local net;local5;;;
Sun May 20 19:49:42 CEST 2018;memory write;200;5;HDD;local5;;;
Sun May 20 19:49:42 CEST 2018;memory read;200;0;HDD;local5;;;
Sun May 20 19:49:42 CEST 2018;server write;200;2;local net;local5;;;
Sun May 20 19:49:42 CEST 2018;server read;200;1;local net;local5;;;
Sun May 20 19:49:42 CEST 2018;memory write;200;5;HDD;local5;;;
Sun May 20 19:49:42 CEST 2018;memory read;200;0;HDD;local5;;;
Sun May 20 19:49:42 CEST 2018;server write;200;1;local net;local5;;;
Sun May 20 19:49:42 CEST 2018;server read;200;1;local net;local5;;;
Sun May 20 19:49:42 CEST 2018;memory write;200;5;HDD;local5;;;
Sun May 20 19:49:42 CEST 2018;memory read;200;0;HDD;local5;;;
Sun May 20 19:49:42 CEST 2018;server write;200;1;local net;local5;;;
Sun May 20 19:49:42 CEST 2018;server read;200;2;local net;local5;;;
Sun May 20 19:49:42 CEST 2018;memory write;200;5;HDD;local5;;;
Sun May 20 19:49:42 CEST 2018;memory read;200;0;HDD;local5;;;
Sun May 20 19:49:42 CEST 2018;server write;200;1;local net;local5;;;
Sun May 20 19:49:42 CEST 2018;server read;200;4;local net;local5;;;
Sun May 20 19:49:42 CEST 2018;memory write;200;10;HDD;local5;;;
Sun May 20 19:49:42 CEST 2018;memory read;200;1;HDD;local5;;;
Sun May 20 19:49:42 CEST 2018;server write;200;5;local net;local5;;;
Sun May 20 19:49:42 CEST 2018;server read;200;4;local net;local5;;;
Sun May 20 19:49:42 CEST 2018;memory write;200;7;HDD;local5;;;
Sun May 20 19:49:42 CEST 2018;memory read;200;1;HDD;local5;;;
Sun May 20 19:49:42 CEST 2018;server write;200;7;local net;local5;;;
Sun May 20 19:49:42 CEST 2018;server read;200;1;local net;local5;;;
Sun May 20 19:49:42 CEST 2018;memory write;200;6;HDD;local5;;;
Sun May 20 19:49:42 CEST 2018;memory read;200;0;HDD;local5;;;
Sun May 20 19:49:42 CEST 2018;server write;200;3;local net;local5;;;
Sun May 20 19:49:42 CEST 2018;server read;200;2;local net;local5;;;
Sun May 20 19:49:42 CEST 2018;memory write;200;13;HDD;local5;;;
Sun May 20 19:49:42 CEST 2018;memory read;200;0;HDD;local5;;;
Sun May 20 19:49:42 CEST 2018;server write;200;7;local net;local5;;;
Sun May 20 19:49:42 CEST 2018;server read;200;3;local net;local5;;;
Sun May 20 19:49:42 CEST 2018;memory write;200;16;HDD;local5;;;
Sun May 20 19:49:42 CEST 2018;memory read;200;0;HDD;local5;;;
Sun May 20 19:49:42 CEST 2018;server write;200;2;local net;local5;;;
Sun May 20 19:49:42 CEST 2018;server read;200;1;local net;local5;;;
Sun May 20 19:49:42 CEST 2018;memory write;200;15;HDD;local5;;;
Sun May 20 19:49:42 CEST 2018;memory read;200;0;HDD;local5;;;
Sun May 20 19:49:42 CEST 2018;server write;200;2;local net;local5;;;
Sun May 20 19:49:42 CEST 2018;server read;200;1;local net;local5;;;
Sun May 20 19:49:42 CEST 2018;memory write;200;5;HDD;local5;;;
Sun May 20 19:49:42 CEST 2018;memory read;200;0;HDD;local5;;;
Sun May 20 19:49:42 CEST 2018;server write;200;2;local net;local5;;;
Sun May 20 19:49:42 CEST 2018;server read;200;1;local net;local5;;;
Sun May 20 19:49:42 CEST 2018;memory write;200;6;HDD;local5;;;
Sun May 20 19:49:42 CEST 2018;memory read;200;0;HDD;local5;;;
Sun May 20 19:49:42 CEST 2018;server write;200;1;local net;local5;;;
Sun May 20 19:49:42 CEST 2018;server read;200;1;local net;local5;;;
Sun May 20 19:49:42 CEST 2018;memory write;200;5;HDD;local5;;;
Sun May 20 19:49:42 CEST 2018;memory read;200;1;HDD;local5;;;
Sun May 20 19:49:42 CEST 2018;server write;200;1;local net;local5;;;
Sun May 20 19:49:42 CEST 2018;server read;200;1;local net;local5;;;
Sun May 20 19:49:42 CEST 2018;memory write;200;6;HDD;local5;;;
Sun May 20 19:49:42 CEST 2018;memory read;200;1;HDD;local5;;;
Sun May 20 19:49:42 CEST 2018;server write;200;1;local net;local5;;;
Sun May 20 19:49:42 CEST 2018;server read;200;1;local net;local5;;;
Sun May 20 19:49:42 CEST 2018;memory write;200;5;HDD;local5;;;
Sun May 20 19:49:42 CEST 2018;memory read;200;0;HDD;local5;;;
Sun May 20 19:49:42 CEST 2018;server write;200;2;local net;local5;;;
Sun May 20 19:49:42 CEST 2018;server read;200;1;local net;local5;;;
Sun May 20 19:49:42 CEST 2018;memory write;200;5;HDD;local5;;;
Sun May 20 19:49:42 CEST 2018;memory read;200;0;HDD;local5;;;
Sun May 20 19:49:42 CEST 2018;server write;200;3;local net;local5;;;
Sun May 20 19:49:42 CEST 2018;server read;200;6;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;memory write;200;8;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;memory read;200;0;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;server write;200;5;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;server read;200;2;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;memory write;200;13;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;memory read;200;1;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;server write;200;6;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;server read;200;6;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;memory write;200;16;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;memory read;200;0;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;server write;200;2;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;server read;200;5;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;memory write;200;12;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;memory read;200;1;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;server write;200;5;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;server read;200;6;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;memory write;200;7;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;memory read;200;1;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;server write;200;5;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;server read;200;2;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;memory write;200;8;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;memory read;200;1;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;server write;200;2;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;server read;200;5;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;memory write;200;11;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;memory read;200;1;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;server write;200;2;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;server read;200;2;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;memory write;200;5;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;memory read;200;0;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;server write;200;1;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;server read;200;1;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;memory write;200;5;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;memory read;200;0;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;server write;200;1;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;server read;200;1;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;memory write;200;5;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;memory read;200;0;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;server write;200;2;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;server read;200;1;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;memory write;200;5;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;memory read;200;0;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;server write;200;1;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;server read;200;1;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;memory write;200;5;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;memory read;200;0;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;server write;200;1;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;server read;200;2;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;memory write;200;7;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;memory read;200;0;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;server write;200;3;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;server read;200;3;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;memory write;200;9;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;memory read;200;1;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;server write;200;5;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;server read;200;2;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;memory write;200;11;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;memory read;200;2;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;server write;200;5;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;server read;200;2;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;memory write;200;10;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;memory read;200;0;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;server write;200;4;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;server read;200;1;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;memory write;200;13;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;memory read;200;1;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;server write;200;5;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;server read;200;6;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;memory write;200;7;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;memory read;200;1;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;server write;200;4;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;server read;200;4;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;memory write;200;6;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;memory read;200;1;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;server write;200;2;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;server read;200;3;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;memory write;200;14;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;memory read;200;0;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;server write;200;3;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;server read;200;1;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;memory write;200;15;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;memory read;200;0;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;server write;200;2;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;server read;200;1;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;memory write;200;5;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;memory read;200;0;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;server write;200;2;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;server read;200;1;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;memory write;200;5;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;memory read;200;1;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;server write;200;3;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;server read;200;3;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;memory write;200;17;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;memory read;200;2;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;server write;200;9;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;server read;200;3;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;memory write;200;6;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;memory read;200;0;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;server write;200;4;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;server read;200;8;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;memory write;200;6;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;memory read;200;1;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;server write;200;6;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;server read;200;1;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;memory write;200;6;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;memory read;200;0;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;server write;200;3;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;server read;200;2;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;memory write;200;6;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;memory read;200;0;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;server write;200;3;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;server read;200;3;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;memory write;200;8;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;memory read;200;0;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;server write;200;3;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;server read;200;3;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;memory write;200;15;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;memory read;200;0;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;server write;200;3;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;server read;200;3;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;memory write;200;12;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;memory read;200;0;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;server write;200;2;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;server read;200;2;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;memory write;200;15;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;memory read;200;0;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;server write;200;2;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;server read;200;1;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;memory write;200;6;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;memory read;200;0;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;server write;200;1;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;server read;200;4;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;memory write;200;6;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;memory read;200;0;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;server write;300;8;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;server read;300;6;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;memory write;300;8;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;memory read;300;1;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;server write;300;9;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;server read;300;5;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;memory write;300;10;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;memory read;300;0;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;server write;300;8;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;server read;300;2;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;memory write;300;9;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;memory read;300;0;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;server write;300;2;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;server read;300;7;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;memory write;300;9;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;memory read;300;0;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;server write;300;12;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;server read;300;1;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;memory write;300;8;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;memory read;300;1;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;server write;300;3;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;server read;300;3;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;memory write;300;14;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;memory read;300;1;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;server write;300;2;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;server read;300;2;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;memory write;300;8;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;memory read;300;1;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;server write;300;3;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;server read;300;2;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;memory write;300;8;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;memory read;300;0;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;server write;300;2;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;server read;300;4;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;memory write;300;16;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;memory read;300;1;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;server write;300;3;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;server read;300;4;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;memory write;300;13;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;memory read;300;1;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;server write;300;3;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;server read;300;6;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;memory write;300;8;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;memory read;300;1;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;server write;300;6;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;server read;300;6;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;memory write;300;10;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;memory read;300;1;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;server write;300;2;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;server read;300;13;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;memory write;300;11;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;memory read;300;1;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;server write;300;5;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;server read;300;2;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;memory write;300;14;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;memory read;300;2;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;server write;300;2;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;server read;300;1;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;memory write;300;13;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;memory read;300;1;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;server write;300;2;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;server read;300;1;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;memory write;300;8;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;memory read;300;0;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;server write;300;2;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;server read;300;2;local net;local5;;;
Sun May 20 19:49:43 CEST 2018;memory write;300;7;HDD;local5;;;
Sun May 20 19:49:43 CEST 2018;memory read;300;1;HDD;local5;;;
Sun May 20 19:49:44 CEST 2018;server write;300;2;local net;local5;;;
Sun May 20 19:49:44 CEST 2018;server read;300;2;local net;local5;;;
Sun May 20 19:49:44 CEST 2018;memory write;300;8;HDD;local5;;;
Sun May 20 19:49:44 CEST 2018;memory read;300;1;HDD;local5;;;
Sun May 20 19:49:44 CEST 2018;server write;300;3;local net;local5;;;
Sun May 20 19:49:44 CEST 2018;server read;300;5;local net;local5;;;
Sun May 20 19:49:44 CEST 2018;memory write;300;16;HDD;local5;;;
Sun May 20 19:49:44 CEST 2018;memory read;300;1;HDD;local5;;;
Sun May 20 19:49:44 CEST 2018;server write;300;2;local net;local5;;;
Sun May 20 19:49:44 CEST 2018;server read;300;5;local net;local5;;;
Sun May 20 19:49:44 CEST 2018;memory write;300;11;HDD;local5;;;
Sun May 20 19:49:44 CEST 2018;memory read;300;1;HDD;local5;;;
Sun May 20 19:49:44 CEST 2018;server write;300;6;local net;local5;;;
Sun May 20 19:49:44 CEST 2018;server read;300;5;local net;local5;;;
Sun May 20 19:49:44 CEST 2018;memory write;300;9;HDD;local5;;;
Sun May 20 19:49:44 CEST 2018;memory read;300;1;HDD;local5;;;
Sun May 20 19:49:44 CEST 2018;server write;300;5;local net;local5;;;
Sun May 20 19:49:44 CEST 2018;server read;300;3;local net;local5;;;
Sun May 20 19:49:44 CEST 2018;memory write;300;20;HDD;local5;;;
Sun May 20 19:49:44 CEST 2018;memory read;300;1;HDD;local5;;;
Sun May 20 19:49:44 CEST 2018;server write;300;4;local net;local5;;;
Sun May 20 19:49:44 CEST 2018;server read;300;4;local net;local5;;;
Sun May 20 19:49:44 CEST 2018;memory write;300;10;HDD;local5;;;
Sun May 20 19:49:44 CEST 2018;memory read;300;0;HDD;local5;;;
Sun May 20 19:49:44 CEST 2018;server write;300;5;local net;local5;;;
Sun May 20 19:49:44 CEST 2018;server read;300;2;local net;local5;;;
Sun May 20 19:49:44 CEST 2018;memory write;300;11;HDD;local5;;;
Sun May 20 19:49:44 CEST 2018;memory read;300;0;HDD;local5;;;
Sun May 20 19:49:44 CEST 2018;server write;300;3;local net;local5;;;
Sun May 20 19:49:44 CEST 2018;server read;300;2;local net;local5;;;
Sun May 20 19:49:44 CEST 2018;memory write;300;15;HDD;local5;;;
Sun May 20 19:49:44 CEST 2018;memory read;300;1;HDD;local5;;;
Sun May 20 19:49:44 CEST 2018;server write;300;4;local net;local5;;;
Sun May 20 19:49:44 CEST 2018;server read;300;4;local net;local5;;;
Sun May 20 19:49:44 CEST 2018;memory write;300;8;HDD;local5;;;
Sun May 20 19:49:44 CEST 2018;memory read;300;1;HDD;local5;;;
Sun May 20 19:49:44 CEST 2018;server write;300;4;local net;local5;;;
Sun May 20 19:49:44 CEST 2018;server read;300;4;local net;local5;;;
Sun May 20 19:49:44 CEST 2018;memory write;300;18;HDD;local5;;;
Sun May 20 19:49:44 CEST 2018;memory read;300;2;HDD;local5;;;
Sun May 20 19:49:44 CEST 2018;server write;300;3;local net;local5;;;
Sun May 20 19:49:44 CEST 2018;server read;300;5;local net;local5;;;
Sun May 20 19:49:44 CEST 2018;memory write;300;9;HDD;local5;;;
Sun May 20 19:49:44 CEST 2018;memory read;300;2;HDD;local5;;;
Sun May 20 19:49:44 CEST 2018;server write;300;5;local net;local5;;;
Sun May 20 19:49:44 CEST 2018;server read;300;12;local net;local5;;;
Sun May 20 19:49:44 CEST 2018;memory write;300;10;HDD;local5;;;
Sun May 20 19:49:44 CEST 2018;memory read;300;2;HDD;local5;;;
Sun May 20 19:49:44 CEST 2018;server write;300;6;local net;local5;;;
Sun May 20 19:49:44 CEST 2018;server read;300;3;local net;local5;;;
Sun May 20 19:49:44 CEST 2018;memory write;300;9;HDD;local5;;;
Sun May 20 19:49:44 CEST 2018;memory read;300;1;HDD;local5;;;
Sun May 20 19:49:44 CEST 2018;server write;300;3;local net;local5;;;
Sun May 20 19:49:44 CEST 2018;server read;300;7;local net;local5;;;
Sun May 20 19:49:44 CEST 2018;memory write;300;11;HDD;local5;;;
Sun May 20 19:49:44 CEST 2018;memory read;300;2;HDD;local5;;;
Sun May 20 19:49:44 CEST 2018;server write;300;3;local net;local5;;;
Sun May 20 19:49:44 CEST 2018;server read;300;2;local net;local5;;;
Sun May 20 19:49:44 CEST 2018;memory write;300;11;HDD;local5;;;
Sun May 20 19:49:44 CEST 2018;memory read;300;0;HDD;local5;;;
Sun May 20 19:49:44 CEST 2018;server write;300;4;local net;local5;;;
Sun May 20 19:49:44 CEST 2018;server read;300;4;local net;local5;;;
Sun May 20 19:49:44 CEST 2018;memory write;300;11;HDD;local5;;;
Sun May 20 19:49:44 CEST 2018;memory read;300;1;HDD;local5;;;
Sun May 20 19:49:44 CEST 2018;server write;300;2;local net;local5;;;
Sun May 20 19:49:44 CEST 2018;server read;300;4;local net;local5;;;
Sun May 20 19:49:44 CEST 2018;memory write;300;12;HDD;local5;;;
Sun May 20 19:49:44 CEST 2018;memory read;300;1;HDD;local5;;;
Sun May 20 19:49:44 CEST 2018;server write;300;2;local net;local5;;;
Sun May 20 19:49:44 CEST 2018;server read;300;2;local net;local5;;;
Sun May 20 19:49:44 CEST 2018;memory write;300;7;HDD;local5;;;
Sun May 20 19:49:44 CEST 2018;memory read;300;0;HDD;local5;;;
Sun May 20 19:49:44 CEST 2018;server write;300;2;local net;local5;;;
Sun May 20 19:49:44 CEST 2018;server read;300;2;local net;local5;;;
Sun May 20 19:49:44 CEST 2018;memory write;300;16;HDD;local5;;;
Sun May 20 19:49:44 CEST 2018;memory read;300;1;HDD;local5;;;
Sun May 20 19:49:44 CEST 2018;server write;300;7;local net;local5;;;
Sun May 20 19:49:44 CEST 2018;server read;300;4;local net;local5;;;
Sun May 20 19:49:44 CEST 2018;memory write;300;8;HDD;local5;;;
Sun May 20 19:49:44 CEST 2018;memory read;300;0;HDD;local5;;;
Sun May 20 19:49:44 CEST 2018;server write;300;3;local net;local5;;;
Sun May 20 19:49:44 CEST 2018;server read;300;3;local net;local5;;;
Sun May 20 19:49:44 CEST 2018;memory write;300;10;HDD;local5;;;
Sun May 20 19:49:44 CEST 2018;memory read;300;0;HDD;local5;;;
Sun May 20 19:49:44 CEST 2018;server write;300;3;local net;local5;;;
