Time of test;test type;file size[kB];time[ms];transfer media;test name
Sun May 20 18:14:24 CEST 2018;memory write;11000;37;SSD;local2;;;
Sun May 20 18:14:24 CEST 2018;memory read;11000;5;SSD;local2;;;
Sun May 20 18:14:24 CEST 2018;server write;11000;65;local net;local2;;;
Sun May 20 18:14:24 CEST 2018;server read;11000;52;local net;local2;;;
Sun May 20 18:14:24 CEST 2018;memory write;11000;17;SSD;local2;;;
Sun May 20 18:14:24 CEST 2018;memory read;11000;4;SSD;local2;;;
Sun May 20 18:14:24 CEST 2018;server write;11000;49;local net;local2;;;
Sun May 20 18:14:24 CEST 2018;server read;11000;147;local net;local2;;;
Sun May 20 18:14:24 CEST 2018;memory write;11000;56;SSD;local2;;;
Sun May 20 18:14:24 CEST 2018;memory read;11000;14;SSD;local2;;;
Sun May 20 18:14:25 CEST 2018;server write;11000;147;local net;local2;;;
Sun May 20 18:14:25 CEST 2018;server read;11000;140;local net;local2;;;
Sun May 20 18:14:25 CEST 2018;memory write;11000;29;SSD;local2;;;
Sun May 20 18:14:25 CEST 2018;memory read;11000;21;SSD;local2;;;
Sun May 20 18:14:25 CEST 2018;server write;11000;84;local net;local2;;;
Sun May 20 18:14:25 CEST 2018;server read;11000;48;local net;local2;;;
Sun May 20 18:14:25 CEST 2018;memory write;11000;17;SSD;local2;;;
Sun May 20 18:14:25 CEST 2018;memory read;11000;4;SSD;local2;;;
Sun May 20 18:14:25 CEST 2018;server write;11000;130;local net;local2;;;
Sun May 20 18:14:25 CEST 2018;server read;11000;70;local net;local2;;;
Sun May 20 18:14:25 CEST 2018;memory write;11000;18;SSD;local2;;;
Sun May 20 18:14:25 CEST 2018;memory read;11000;4;SSD;local2;;;
Sun May 20 18:14:25 CEST 2018;server write;11000;57;local net;local2;;;
Sun May 20 18:14:25 CEST 2018;server read;11000;71;local net;local2;;;
Sun May 20 18:14:25 CEST 2018;memory write;11000;60;SSD;local2;;;
Sun May 20 18:14:25 CEST 2018;memory read;11000;21;SSD;local2;;;
Sun May 20 18:14:25 CEST 2018;server write;11000;87;local net;local2;;;
Sun May 20 18:14:26 CEST 2018;server read;11000;53;local net;local2;;;
Sun May 20 18:14:26 CEST 2018;memory write;11000;24;SSD;local2;;;
Sun May 20 18:14:26 CEST 2018;memory read;11000;4;SSD;local2;;;
Sun May 20 18:14:26 CEST 2018;server write;11000;113;local net;local2;;;
Sun May 20 18:14:26 CEST 2018;server read;11000;55;local net;local2;;;
Sun May 20 18:14:26 CEST 2018;memory write;11000;18;SSD;local2;;;
Sun May 20 18:14:26 CEST 2018;memory read;11000;3;SSD;local2;;;
Sun May 20 18:14:26 CEST 2018;server write;11000;64;local net;local2;;;
Sun May 20 18:14:26 CEST 2018;server read;11000;47;local net;local2;;;
Sun May 20 18:14:26 CEST 2018;memory write;11000;20;SSD;local2;;;
Sun May 20 18:14:26 CEST 2018;memory read;11000;20;SSD;local2;;;
Sun May 20 18:14:26 CEST 2018;server write;11000;127;local net;local2;;;
Sun May 20 18:14:26 CEST 2018;server read;11000;98;local net;local2;;;
Sun May 20 18:14:26 CEST 2018;memory write;11000;53;SSD;local2;;;
Sun May 20 18:14:26 CEST 2018;memory read;11000;5;SSD;local2;;;
Sun May 20 18:14:26 CEST 2018;server write;11000;60;local net;local2;;;
Sun May 20 18:14:26 CEST 2018;server read;11000;64;local net;local2;;;
Sun May 20 18:14:26 CEST 2018;memory write;11000;25;SSD;local2;;;
Sun May 20 18:14:26 CEST 2018;memory read;11000;4;SSD;local2;;;
Sun May 20 18:14:26 CEST 2018;server write;11000;72;local net;local2;;;
Sun May 20 18:14:27 CEST 2018;server read;11000;120;local net;local2;;;
Sun May 20 18:14:27 CEST 2018;memory write;11000;21;SSD;local2;;;
Sun May 20 18:14:27 CEST 2018;memory read;11000;4;SSD;local2;;;
Sun May 20 18:14:27 CEST 2018;server write;11000;82;local net;local2;;;
Sun May 20 18:14:27 CEST 2018;server read;11000;71;local net;local2;;;
Sun May 20 18:14:27 CEST 2018;memory write;11000;17;SSD;local2;;;
Sun May 20 18:14:27 CEST 2018;memory read;11000;4;SSD;local2;;;
Sun May 20 18:14:27 CEST 2018;server write;11000;70;local net;local2;;;
Sun May 20 18:14:27 CEST 2018;server read;11000;80;local net;local2;;;
Sun May 20 18:14:27 CEST 2018;memory write;11000;70;SSD;local2;;;
Sun May 20 18:14:27 CEST 2018;memory read;11000;20;SSD;local2;;;
Sun May 20 18:14:27 CEST 2018;server write;11000;54;local net;local2;;;
Sun May 20 18:14:27 CEST 2018;server read;11000;48;local net;local2;;;
Sun May 20 18:14:27 CEST 2018;memory write;11000;21;SSD;local2;;;
Sun May 20 18:14:27 CEST 2018;memory read;11000;4;SSD;local2;;;
Sun May 20 18:14:27 CEST 2018;server write;11000;51;local net;local2;;;
Sun May 20 18:14:27 CEST 2018;server read;11000;152;local net;local2;;;
Sun May 20 18:14:27 CEST 2018;memory write;11000;20;SSD;local2;;;
Sun May 20 18:14:27 CEST 2018;memory read;11000;4;SSD;local2;;;
Sun May 20 18:14:27 CEST 2018;server write;11000;53;local net;local2;;;
Sun May 20 18:14:27 CEST 2018;server read;11000;52;local net;local2;;;
Sun May 20 18:14:27 CEST 2018;memory write;11000;27;SSD;local2;;;
Sun May 20 18:14:27 CEST 2018;memory read;11000;4;SSD;local2;;;
Sun May 20 18:14:28 CEST 2018;server write;11000;53;local net;local2;;;
Sun May 20 18:14:28 CEST 2018;server read;11000;130;local net;local2;;;
Sun May 20 18:14:28 CEST 2018;memory write;11000;39;SSD;local2;;;
Sun May 20 18:14:28 CEST 2018;memory read;11000;5;SSD;local2;;;
Sun May 20 18:14:28 CEST 2018;server write;11000;55;local net;local2;;;
Sun May 20 18:14:28 CEST 2018;server read;11000;64;local net;local2;;;
Sun May 20 18:14:28 CEST 2018;memory write;11000;19;SSD;local2;;;
Sun May 20 18:14:28 CEST 2018;memory read;11000;4;SSD;local2;;;
Sun May 20 18:14:28 CEST 2018;server write;11000;71;local net;local2;;;
Sun May 20 18:14:28 CEST 2018;server read;11000;117;local net;local2;;;
Sun May 20 18:14:28 CEST 2018;memory write;11000;21;SSD;local2;;;
Sun May 20 18:14:28 CEST 2018;memory read;11000;4;SSD;local2;;;
Sun May 20 18:14:28 CEST 2018;server write;11000;50;local net;local2;;;
Sun May 20 18:14:28 CEST 2018;server read;11000;149;local net;local2;;;
Sun May 20 18:14:28 CEST 2018;memory write;11000;20;SSD;local2;;;
Sun May 20 18:14:28 CEST 2018;memory read;11000;4;SSD;local2;;;
Sun May 20 18:14:28 CEST 2018;server write;11000;68;local net;local2;;;
Sun May 20 18:14:28 CEST 2018;server read;11000;52;local net;local2;;;
Sun May 20 18:14:28 CEST 2018;memory write;11000;17;SSD;local2;;;
Sun May 20 18:14:28 CEST 2018;memory read;11000;4;SSD;local2;;;
Sun May 20 18:14:28 CEST 2018;server write;11000;51;local net;local2;;;
Sun May 20 18:14:29 CEST 2018;server read;11000;122;local net;local2;;;
Sun May 20 18:14:29 CEST 2018;memory write;11000;22;SSD;local2;;;
Sun May 20 18:14:29 CEST 2018;memory read;11000;4;SSD;local2;;;
Sun May 20 18:14:29 CEST 2018;server write;11000;52;local net;local2;;;
Sun May 20 18:14:29 CEST 2018;server read;11000;136;local net;local2;;;
Sun May 20 18:14:29 CEST 2018;memory write;11000;26;SSD;local2;;;
Sun May 20 18:14:29 CEST 2018;memory read;11000;4;SSD;local2;;;
Sun May 20 18:14:29 CEST 2018;server write;11000;58;local net;local2;;;
Sun May 20 18:14:29 CEST 2018;server read;11000;72;local net;local2;;;
Sun May 20 18:14:29 CEST 2018;memory write;11000;16;SSD;local2;;;
Sun May 20 18:14:29 CEST 2018;memory read;11000;4;SSD;local2;;;
Sun May 20 18:14:29 CEST 2018;server write;11000;50;local net;local2;;;
Sun May 20 18:14:29 CEST 2018;server read;11000;55;local net;local2;;;
Sun May 20 18:14:29 CEST 2018;memory write;11000;31;SSD;local2;;;
Sun May 20 18:14:29 CEST 2018;memory read;11000;14;SSD;local2;;;
Sun May 20 18:14:29 CEST 2018;server write;11000;83;local net;local2;;;
Sun May 20 18:14:29 CEST 2018;server read;11000;49;local net;local2;;;
Sun May 20 18:14:29 CEST 2018;memory write;11000;30;SSD;local2;;;
Sun May 20 18:14:29 CEST 2018;memory read;11000;4;SSD;local2;;;
Sun May 20 18:14:29 CEST 2018;server write;11000;128;local net;local2;;;
Sun May 20 18:14:30 CEST 2018;server read;11000;54;local net;local2;;;
Sun May 20 18:14:30 CEST 2018;memory write;11000;16;SSD;local2;;;
Sun May 20 18:14:30 CEST 2018;memory read;11000;4;SSD;local2;;;
Sun May 20 18:14:30 CEST 2018;server write;11000;48;local net;local2;;;
Sun May 20 18:14:30 CEST 2018;server read;11000;67;local net;local2;;;
Sun May 20 18:14:30 CEST 2018;memory write;11000;16;SSD;local2;;;
Sun May 20 18:14:30 CEST 2018;memory read;11000;4;SSD;local2;;;
Sun May 20 18:14:30 CEST 2018;server write;11000;136;local net;local2;;;
Sun May 20 18:14:30 CEST 2018;server read;11000;81;local net;local2;;;
Sun May 20 18:14:30 CEST 2018;memory write;11000;50;SSD;local2;;;
Sun May 20 18:14:30 CEST 2018;memory read;11000;16;SSD;local2;;;
Sun May 20 18:14:30 CEST 2018;server write;11000;56;local net;local2;;;
Sun May 20 18:14:30 CEST 2018;server read;11000;50;local net;local2;;;
Sun May 20 18:14:30 CEST 2018;memory write;11000;16;SSD;local2;;;
Sun May 20 18:14:30 CEST 2018;memory read;11000;4;SSD;local2;;;
Sun May 20 18:14:30 CEST 2018;server write;11000;51;local net;local2;;;
Sun May 20 18:14:30 CEST 2018;server read;11000;119;local net;local2;;;
Sun May 20 18:14:30 CEST 2018;memory write;11000;29;SSD;local2;;;
Sun May 20 18:14:30 CEST 2018;memory read;11000;5;SSD;local2;;;
Sun May 20 18:14:30 CEST 2018;server write;11000;69;local net;local2;;;
Sun May 20 18:14:30 CEST 2018;server read;11000;49;local net;local2;;;
Sun May 20 18:14:30 CEST 2018;memory write;11000;16;SSD;local2;;;
Sun May 20 18:14:30 CEST 2018;memory read;11000;4;SSD;local2;;;
Sun May 20 18:14:30 CEST 2018;server write;11000;53;local net;local2;;;
Sun May 20 18:14:31 CEST 2018;server read;11000;149;local net;local2;;;
Sun May 20 18:14:31 CEST 2018;memory write;11000;28;SSD;local2;;;
Sun May 20 18:14:31 CEST 2018;memory read;11000;4;SSD;local2;;;
Sun May 20 18:14:31 CEST 2018;server write;11000;52;local net;local2;;;
Sun May 20 18:14:31 CEST 2018;server read;11000;49;local net;local2;;;
Sun May 20 18:14:31 CEST 2018;memory write;11000;17;SSD;local2;;;
Sun May 20 18:14:31 CEST 2018;memory read;11000;3;SSD;local2;;;
Sun May 20 18:14:31 CEST 2018;server write;11000;72;local net;local2;;;
Sun May 20 18:14:31 CEST 2018;server read;11000;140;local net;local2;;;
Sun May 20 18:14:31 CEST 2018;memory write;11000;24;SSD;local2;;;
Sun May 20 18:14:31 CEST 2018;memory read;11000;5;SSD;local2;;;
Sun May 20 18:14:31 CEST 2018;server write;11000;68;local net;local2;;;
Sun May 20 18:14:31 CEST 2018;server read;11000;75;local net;local2;;;
Sun May 20 18:14:31 CEST 2018;memory write;11000;15;SSD;local2;;;
Sun May 20 18:14:31 CEST 2018;memory read;11000;3;SSD;local2;;;
Sun May 20 18:14:31 CEST 2018;server write;11000;52;local net;local2;;;
Sun May 20 18:14:31 CEST 2018;server read;11000;47;local net;local2;;;
Sun May 20 18:14:31 CEST 2018;memory write;11000;30;SSD;local2;;;
Sun May 20 18:14:31 CEST 2018;memory read;11000;18;SSD;local2;;;
Sun May 20 18:14:31 CEST 2018;server write;11000;85;local net;local2;;;
Sun May 20 18:14:31 CEST 2018;server read;11000;51;local net;local2;;;
Sun May 20 18:14:32 CEST 2018;memory write;11000;19;SSD;local2;;;
Sun May 20 18:14:32 CEST 2018;memory read;11000;3;SSD;local2;;;
Sun May 20 18:14:32 CEST 2018;server write;11000;129;local net;local2;;;
Sun May 20 18:14:32 CEST 2018;server read;11000;52;local net;local2;;;
Sun May 20 18:14:32 CEST 2018;memory write;11000;18;SSD;local2;;;
Sun May 20 18:14:32 CEST 2018;memory read;11000;4;SSD;local2;;;
Sun May 20 18:14:32 CEST 2018;server write;11000;54;local net;local2;;;
Sun May 20 18:14:32 CEST 2018;server read;11000;50;local net;local2;;;
Sun May 20 18:14:32 CEST 2018;memory write;11000;38;SSD;local2;;;
Sun May 20 18:14:32 CEST 2018;memory read;11000;11;SSD;local2;;;
Sun May 20 18:14:32 CEST 2018;server write;11000;79;local net;local2;;;
Sun May 20 18:14:32 CEST 2018;server read;11000;52;local net;local2;;;
Sun May 20 18:14:32 CEST 2018;memory write;11000;16;SSD;local2;;;
Sun May 20 18:14:32 CEST 2018;memory read;11000;4;SSD;local2;;;
Sun May 20 18:14:32 CEST 2018;server write;11000;72;local net;local2;;;
Sun May 20 18:14:32 CEST 2018;server read;11000;107;local net;local2;;;
Sun May 20 18:14:32 CEST 2018;memory write;11000;16;SSD;local2;;;
Sun May 20 18:14:32 CEST 2018;memory read;11000;3;SSD;local2;;;
Sun May 20 18:14:32 CEST 2018;server write;11000;54;local net;local2;;;
Sun May 20 18:14:32 CEST 2018;server read;11000;185;local net;local2;;;
Sun May 20 18:14:32 CEST 2018;memory write;11000;29;SSD;local2;;;
Sun May 20 18:14:32 CEST 2018;memory read;11000;4;SSD;local2;;;
Sun May 20 18:14:33 CEST 2018;server write;11000;52;local net;local2;;;
Sun May 20 18:14:33 CEST 2018;server read;11000;66;local net;local2;;;
Sun May 20 18:14:33 CEST 2018;memory write;11000;19;SSD;local2;;;
Sun May 20 18:14:33 CEST 2018;memory read;11000;4;SSD;local2;;;
Sun May 20 18:14:33 CEST 2018;server write;11000;54;local net;local2;;;
Sun May 20 18:14:33 CEST 2018;server read;11000;139;local net;local2;;;
Sun May 20 18:14:33 CEST 2018;memory write;11000;54;SSD;local2;;;
Sun May 20 18:14:33 CEST 2018;memory read;11000;6;SSD;local2;;;
Sun May 20 18:14:33 CEST 2018;server write;11000;107;local net;local2;;;
Sun May 20 18:14:33 CEST 2018;server read;11000;49;local net;local2;;;
Sun May 20 18:14:33 CEST 2018;memory write;11000;16;SSD;local2;;;
Sun May 20 18:14:33 CEST 2018;memory read;11000;4;SSD;local2;;;
Sun May 20 18:14:33 CEST 2018;server write;11000;62;local net;local2;;;
Sun May 20 18:14:33 CEST 2018;server read;11000;48;local net;local2;;;
Sun May 20 18:14:33 CEST 2018;memory write;11000;17;SSD;local2;;;
Sun May 20 18:14:33 CEST 2018;memory read;11000;3;SSD;local2;;;
Sun May 20 18:14:33 CEST 2018;server write;11000;83;local net;local2;;;
Sun May 20 18:14:33 CEST 2018;server read;11000;63;local net;local2;;;
Sun May 20 18:14:33 CEST 2018;memory write;11000;20;SSD;local2;;;
Sun May 20 18:14:33 CEST 2018;memory read;11000;4;SSD;local2;;;
Sun May 20 18:14:33 CEST 2018;server write;11000;52;local net;local2;;;
Sun May 20 18:14:33 CEST 2018;server read;11000;49;local net;local2;;;
Sun May 20 18:14:33 CEST 2018;memory write;11000;20;SSD;local2;;;
Sun May 20 18:14:34 CEST 2018;memory read;11000;17;SSD;local2;;;
Sun May 20 18:14:34 CEST 2018;server write;11000;139;local net;local2;;;
Sun May 20 18:14:34 CEST 2018;server read;11000;53;local net;local2;;;
Sun May 20 18:14:34 CEST 2018;memory write;11000;50;SSD;local2;;;
Sun May 20 18:14:34 CEST 2018;memory read;11000;14;SSD;local2;;;
Sun May 20 18:14:34 CEST 2018;server write;11000;87;local net;local2;;;
Sun May 20 18:14:34 CEST 2018;server read;11000;53;local net;local2;;;
Sun May 20 18:14:34 CEST 2018;memory write;11000;16;SSD;local2;;;
Sun May 20 18:14:34 CEST 2018;memory read;11000;4;SSD;local2;;;
Sun May 20 18:14:34 CEST 2018;server write;11000;78;local net;local2;;;
Sun May 20 18:14:34 CEST 2018;server read;11000;111;local net;local2;;;
Sun May 20 18:14:34 CEST 2018;memory write;11000;18;SSD;local2;;;
Sun May 20 18:14:34 CEST 2018;memory read;11000;4;SSD;local2;;;
Sun May 20 18:14:34 CEST 2018;server write;11000;51;local net;local2;;;
Sun May 20 18:14:34 CEST 2018;server read;11000;127;local net;local2;;;
Sun May 20 18:14:34 CEST 2018;memory write;11000;47;SSD;local2;;;
Sun May 20 18:14:34 CEST 2018;memory read;11000;5;SSD;local2;;;
Sun May 20 18:14:34 CEST 2018;server write;11000;53;local net;local2;;;
Sun May 20 18:14:34 CEST 2018;server read;11000;51;local net;local2;;;
Sun May 20 18:14:34 CEST 2018;memory write;11000;16;SSD;local2;;;
Sun May 20 18:14:35 CEST 2018;memory read;11000;3;SSD;local2;;;
Sun May 20 18:14:35 CEST 2018;server write;11000;60;local net;local2;;;
Sun May 20 18:14:35 CEST 2018;server read;11000;106;local net;local2;;;
Sun May 20 18:14:35 CEST 2018;memory write;11000;22;SSD;local2;;;
Sun May 20 18:14:35 CEST 2018;memory read;11000;6;SSD;local2;;;
Sun May 20 18:14:35 CEST 2018;server write;11000;51;local net;local2;;;
Sun May 20 18:14:35 CEST 2018;server read;11000;52;local net;local2;;;
Sun May 20 18:14:35 CEST 2018;memory write;11000;17;SSD;local2;;;
Sun May 20 18:14:35 CEST 2018;memory read;11000;4;SSD;local2;;;
Sun May 20 18:14:35 CEST 2018;server write;11000;86;local net;local2;;;
Sun May 20 18:14:35 CEST 2018;server read;11000;132;local net;local2;;;
Sun May 20 18:14:35 CEST 2018;memory write;11000;18;SSD;local2;;;
Sun May 20 18:14:35 CEST 2018;memory read;11000;4;SSD;local2;;;
Sun May 20 18:14:35 CEST 2018;server write;11000;49;local net;local2;;;
Sun May 20 18:14:35 CEST 2018;server read;11000;111;local net;local2;;;
Sun May 20 18:14:35 CEST 2018;memory write;11000;20;SSD;local2;;;
Sun May 20 18:14:35 CEST 2018;memory read;11000;3;SSD;local2;;;
Sun May 20 18:14:35 CEST 2018;server write;11000;50;local net;local2;;;
Sun May 20 18:14:35 CEST 2018;server read;11000;99;local net;local2;;;
Sun May 20 18:14:35 CEST 2018;memory write;11000;19;SSD;local2;;;
Sun May 20 18:14:35 CEST 2018;memory read;11000;4;SSD;local2;;;
Sun May 20 18:14:35 CEST 2018;server write;11000;51;local net;local2;;;
Sun May 20 18:14:36 CEST 2018;server read;11000;49;local net;local2;;;
Sun May 20 18:14:36 CEST 2018;memory write;11000;16;SSD;local2;;;
Sun May 20 18:14:36 CEST 2018;memory read;11000;4;SSD;local2;;;
Sun May 20 18:14:36 CEST 2018;server write;11000;50;local net;local2;;;
Sun May 20 18:14:36 CEST 2018;server read;11000;122;local net;local2;;;
Sun May 20 18:14:36 CEST 2018;memory write;11000;47;SSD;local2;;;
Sun May 20 18:14:36 CEST 2018;memory read;11000;5;SSD;local2;;;
Sun May 20 18:14:36 CEST 2018;server write;11000;62;local net;local2;;;
Sun May 20 18:14:36 CEST 2018;server read;11000;71;local net;local2;;;
Sun May 20 18:14:36 CEST 2018;memory write;11000;17;SSD;local2;;;
Sun May 20 18:14:36 CEST 2018;memory read;11000;5;SSD;local2;;;
Sun May 20 18:14:36 CEST 2018;server write;11000;73;local net;local2;;;
Sun May 20 18:14:36 CEST 2018;server read;11000;122;local net;local2;;;
Sun May 20 18:14:36 CEST 2018;memory write;11000;18;SSD;local2;;;
Sun May 20 18:14:36 CEST 2018;memory read;11000;4;SSD;local2;;;
Sun May 20 18:14:36 CEST 2018;server write;11000;53;local net;local2;;;
Sun May 20 18:14:36 CEST 2018;server read;11000;124;local net;local2;;;
Sun May 20 18:14:36 CEST 2018;memory write;11000;41;SSD;local2;;;
Sun May 20 18:14:36 CEST 2018;memory read;11000;4;SSD;local2;;;
Sun May 20 18:14:36 CEST 2018;server write;11000;56;local net;local2;;;
Sun May 20 18:14:36 CEST 2018;server read;11000;50;local net;local2;;;
Sun May 20 18:14:36 CEST 2018;memory write;11000;16;SSD;local2;;;
Sun May 20 18:14:36 CEST 2018;memory read;11000;4;SSD;local2;;;
Sun May 20 18:14:37 CEST 2018;server write;11000;50;local net;local2;;;
Sun May 20 18:14:37 CEST 2018;server read;11000;82;local net;local2;;;
Sun May 20 18:14:37 CEST 2018;memory write;11000;55;SSD;local2;;;
Sun May 20 18:14:37 CEST 2018;memory read;11000;17;SSD;local2;;;
Sun May 20 18:20:20 CEST 2018;server write;1000;316;net;home1;;;
Sun May 20 18:44:07 CEST 2018;server write;1000;483;net;loacal1;;;
Sun May 20 18:44:56 CEST 2018;server write;100;30;net;local1;;;
Sun May 20 19:10:38 CEST 2018;server send;1024000;31;local net;test;;;
Sun May 20 19:29:51 CEST 2018;server write;10000;65;local net;local1;;;
Sun May 20 19:29:52 CEST 2018;server read;10000;139;local net;local1;;;
Sun May 20 19:29:52 CEST 2018;memory write;10000;786;HDD;local1;;;
Sun May 20 19:29:52 CEST 2018;memory read;10000;18;HDD;local1;;;
Sun May 20 19:29:53 CEST 2018;server write;10000;85;local net;local1;;;
Sun May 20 19:29:53 CEST 2018;server read;10000;80;local net;local1;;;
Sun May 20 19:29:53 CEST 2018;memory write;10000;303;HDD;local1;;;
Sun May 20 19:29:53 CEST 2018;memory read;10000;7;HDD;local1;;;
Sun May 20 19:29:53 CEST 2018;server write;10000;50;local net;local1;;;
Sun May 20 19:29:53 CEST 2018;server read;10000;67;local net;local1;;;
Sun May 20 19:29:53 CEST 2018;memory write;10000;270;HDD;local1;;;
Sun May 20 19:29:53 CEST 2018;memory read;10000;6;HDD;local1;;;
Sun May 20 19:29:53 CEST 2018;server write;10000;72;local net;local1;;;
Sun May 20 19:29:53 CEST 2018;server read;10000;76;local net;local1;;;
Sun May 20 19:29:54 CEST 2018;memory write;10000;268;HDD;local1;;;
Sun May 20 19:29:54 CEST 2018;memory read;10000;8;HDD;local1;;;
Sun May 20 19:29:54 CEST 2018;server write;10000;70;local net;local1;;;
